"","PhaseID","SiteID","Culture1","Culture2","Culture3","Subculture","Period","PeriodNotes","Citations","Type","StartBCEreported","EndBCEreported","GMM","GMS","time_added","user_added","time_last_update","user_last_update"
"1","DSM1a","S10132","pre-Karanovo","Karanovo I","Grossgartach","Koprivets","EN","Džuljunica I (pre-Karanovo I)","ivano2018a; kamja2021a; krauß2014a; kraus2014b; kraus2014b; marin2014b; mathi2018a; mathi2018a","settlement; settlement",6200,5700,7907,45,NA,NA,NA,NA
