"","SiteID","SiteName","Region","Latitude","Longitude","Country","Notes","time_added","user_added","time_last_update","user_last_update"
"1","S03217","Ostiano, Dugali Alti","Lombardy",45.224,10.254,"Italy","coordinates relate to the village",NA,NA,NA,NA
