"","CitationID","Authors","Title","Publication","Volume","Number","Pages","Year","Publisher","DOI","material_culture","radiocarbon","faunal","botanical","isotopes","isotopes_animal","isotopes_botanical","isotopes_human","isotopes_c/n","strontium","notes","country","iso3166","time_added","user_added","time_last_update","user_last_update"
"1","andre2022a","Andreaki, V., Barceló, J. A., Antolín, F., Gassmann, P., Hajdas, I., López-Bultó, O.,  Terradas, X.","ABSOLUTE CHRONOLOGY AT THE WATERLOGGED SITE OF LA DRAGA (LAKE BANYOLES, NE IBERIA): BAYESIAN CHRONOLOGICAL MODELS INTEGRATING TREE-RING MEASUREMENT, RADIOCARBON DATES AND MICRO-STRATIGRAPHICAL DATA. ","Radiocarbon","64","4","907-948",2022,"Cluj-Napoca: Editura MEGA","doi:10.1017/RDC.2022.56","NO","YES, NOT ADDED","NO","NO","YES","NO","NO","NO","NO","NO","Use for dating phases LADR-1 and LADR-2","Spain","ES",NA,NA,NA,NA
