"MetricID","BoneID","Measurement","PhaseID","TaxonCode","Element","Sex","Castrate","Value","time_added","user_added","time_last_update","user_last_update"
"M117631","B28301","GLP","VINCA2D","bostaur","scapula","0.5","0","72.7",NULL,NULL,NULL,NULL
