"","PhaseID","ABotNumberOfContexts","AbotMeshSizeMin","Notes","RecoveryMethod1","RecoveryMethod2","RecoveryMethod3","RecoveryMethod4","Volume","time_added","user_added","time_last_update","user_last_update"
"1","BOBM",30,0.5,"No volume of samples. Aprox. weight of sediment 950 kg","flotation: undetermined","hand-picked","wash-over","hand-picked",231,NA,NA,NA,NA
