"","SampleID","PhaseID","TaxonCode","TaxonCodeConfidence","Anatomy1","Anatomy2","Anatomy3","Anatomy4","preservation_type_1","preservation_type_2","TotalCount","NumberOfContexts","Ubiquity","time_added","user_added","time_last_update","user_last_update"
"1",918697,"HOSCH","TRITDIC","yes","chaff: glume","chaff: husk","chaff: rachis","chaff: spikelet fork","burnt: charred","waterlogged",21,6,NA,NA,NA,NA,NA
